               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  12,            0.084498,             0.34629,            0.043454,            0.039457,              0.1166,            0.058772,            0.021081,            0.081543,             0.20193,            0.044148,            0.018287,           0.0082872,           0.0082872
                  13,            0.079263,             0.36702,             0.04263,            0.039457,              0.1166,            0.058772,            0.021081,            0.081543,             0.20193,            0.044148,            0.011868,           0.0088677,           0.0088677
                  14,            0.075963,             0.34761,            0.042391,            0.043468,             0.10012,            0.064162,            0.023875,            0.078315,             0.20008,            0.043903,            0.009076,            0.009076,            0.009076
                  15,            0.073209,             0.33438,            0.041278,             0.21861,             0.15647,            0.086331,            0.036526,            0.079318,             0.19819,             0.04349,            0.009076,            0.009076,            0.009076
                  16,            0.075647,             0.35125,             0.04081,            0.057273,              0.1196,            0.069968,            0.021893,            0.078206,             0.26278,            0.043079,             0.00901,             0.00901,             0.00901
                  17,             0.07611,             0.35793,            0.040114,             0.37745,              0.1774,              0.1066,            0.035651,            0.070925,             0.20674,            0.042316,            0.008944,            0.008944,            0.008944
                  18,            0.074673,             0.35049,            0.039943,            0.064629,            0.095244,            0.048601,            0.020847,            0.082723,             0.25661,            0.042091,            0.008878,            0.008878,            0.008878
                  19,            0.078251,             0.34795,             0.03989,              0.2125,             0.22165,             0.10843,            0.043467,            0.067395,             0.19987,            0.041588,            0.008812,            0.008812,            0.008812
                  20,            0.067959,             0.31484,            0.040268,            0.073377,             0.12206,            0.070168,            0.031551,            0.077346,             0.23106,            0.041711,            0.008746,            0.008746,            0.008746
                  21,            0.076592,             0.32875,            0.039164,            0.073377,             0.12206,            0.070168,            0.031551,            0.077346,             0.23106,            0.041711,             0.00868,             0.00868,             0.00868
                  22,            0.071085,             0.34294,            0.039417,             0.15246,             0.12714,            0.092613,            0.042988,            0.071798,             0.23491,            0.041539,            0.008614,            0.008614,            0.008614
                  23,            0.069075,             0.31021,            0.038812,             0.31904,             0.20862,             0.13566,            0.043995,            0.068904,             0.20501,            0.040865,            0.008548,            0.008548,            0.008548
                  24,             0.07173,             0.34194,             0.03958,            0.086404,              0.1108,            0.061438,            0.026751,            0.070433,              0.2593,            0.040617,            0.008482,            0.008482,            0.008482
                  25,             0.07133,             0.34881,            0.039167,             0.22978,             0.12038,            0.083261,            0.030824,            0.068011,             0.22155,            0.039944,            0.008416,            0.008416,            0.008416
                  26,            0.072186,             0.34754,            0.037585,             0.13344,             0.11597,            0.073863,            0.026021,            0.071306,             0.22013,            0.039708,             0.00835,             0.00835,             0.00835
                  27,            0.072311,             0.35152,            0.038404,             0.36442,             0.14886,             0.15224,            0.056549,            0.062071,             0.21018,            0.039345,            0.008284,            0.008284,            0.008284
                  28,            0.067916,             0.35534,            0.037611,             0.30022,              0.1609,             0.14632,            0.070728,            0.056398,              0.2263,            0.039112,            0.008218,            0.008218,            0.008218
                  29,            0.059292,             0.35606,            0.037967,             0.30022,              0.1609,             0.14632,            0.070728,            0.056398,              0.2263,            0.039112,            0.008152,            0.008152,            0.008152
                  30,            0.055548,              0.3041,            0.037326,             0.19038,             0.24172,             0.18804,            0.091483,            0.052904,             0.20306,            0.038798,            0.008086,            0.008086,            0.008086
                  31,            0.060343,             0.34458,            0.037142,             0.30517,             0.25009,             0.17269,            0.083574,            0.056249,             0.19594,            0.038592,             0.00802,             0.00802,             0.00802
                  32,            0.064604,             0.33509,            0.037377,             0.47442,             0.25972,             0.21057,            0.069244,            0.064652,             0.20552,            0.038208,            0.007954,            0.007954,            0.007954
                  33,            0.064492,             0.34561,            0.037225,             0.58367,             0.20491,             0.20268,            0.098724,            0.053903,              0.1854,            0.037986,            0.007888,            0.007888,            0.007888
                  34,            0.059181,             0.31397,            0.037596,             0.52726,              0.1903,             0.18792,            0.080008,            0.058775,             0.19034,             0.03779,            0.007822,            0.007822,            0.007822
                  35,            0.061295,             0.34008,             0.03686,             0.51096,             0.23964,             0.20251,             0.10148,            0.050555,             0.18678,            0.037437,            0.007756,            0.007756,            0.007756
                  36,            0.058235,             0.34013,            0.036716,             0.45211,             0.18939,              0.1742,            0.073252,            0.061083,             0.20712,            0.037318,             0.00769,             0.00769,             0.00769
                  37,            0.064448,             0.32221,            0.035762,             0.45211,             0.18939,              0.1742,            0.073252,            0.061083,             0.20712,            0.037318,            0.007624,            0.007624,            0.007624
                  38,            0.059235,               0.328,            0.035862,             0.76157,             0.17679,             0.20353,             0.09506,            0.054465,             0.18706,             0.03701,            0.007558,            0.007558,            0.007558
                  39,            0.058549,             0.29773,            0.036235,             0.60486,             0.24843,             0.33131,             0.16485,            0.051954,             0.17553,            0.036499,            0.007492,            0.007492,            0.007492
                  40,             0.05587,             0.30655,            0.036175,             0.40658,             0.32075,             0.32665,             0.14768,            0.051317,             0.17665,            0.036312,            0.007426,            0.007426,            0.007426
                  41,            0.063467,             0.32787,             0.03538,              0.4991,             0.20332,             0.15926,            0.062338,            0.064648,             0.19152,            0.035979,             0.00736,             0.00736,             0.00736
                  42,            0.067116,             0.31219,            0.035862,             0.58432,             0.30455,             0.26394,             0.12647,            0.053357,             0.17338,            0.035672,            0.007294,            0.007294,            0.007294
                  43,            0.057608,              0.3155,            0.035227,             0.51515,             0.31715,              0.2763,             0.13519,            0.055335,             0.17526,            0.035313,            0.007228,            0.007228,            0.007228
                  44,            0.060688,             0.30733,            0.035967,             0.55147,             0.33313,             0.28429,             0.10828,            0.057488,             0.17358,            0.035117,            0.007162,            0.007162,            0.007162
                  45,            0.061246,             0.29124,            0.034864,             0.55147,             0.33313,             0.28429,             0.10828,            0.057488,             0.17358,            0.035117,            0.007096,            0.007096,            0.007096
                  46,            0.059047,             0.34783,            0.034932,             0.56189,             0.34195,             0.30801,              0.1336,            0.052385,              0.1734,            0.034941,             0.00703,             0.00703,             0.00703
                  47,            0.054695,             0.29257,            0.035722,             0.68436,             0.36248,             0.34212,             0.17735,             0.04981,             0.16564,            0.034561,            0.006964,            0.006964,            0.006964
                  48,            0.057626,             0.30588,            0.035047,             0.49189,             0.33246,             0.31759,             0.13849,             0.05405,             0.17228,            0.034417,            0.006898,            0.006898,            0.006898
                  49,            0.057227,             0.34325,            0.033508,             0.53253,             0.35947,             0.33213,             0.16869,            0.046666,             0.17602,             0.03425,            0.006832,            0.006832,            0.006832
                  50,            0.053143,             0.31169,            0.034221,             0.68964,             0.35482,              0.3532,             0.17918,             0.04912,             0.17669,            0.034141,            0.006766,            0.006766,            0.006766
                  51,             0.05369,             0.29813,            0.034081,             0.71089,             0.37133,             0.35641,             0.17232,            0.047509,             0.16773,            0.033816,              0.0067,              0.0067,              0.0067
                  52,            0.053966,             0.28351,            0.033714,              0.7462,             0.33592,             0.37183,             0.17038,            0.052789,             0.17238,            0.033571,            0.006634,            0.006634,            0.006634
                  53,            0.056068,             0.34144,            0.034059,              0.7462,             0.33592,             0.37183,             0.17038,            0.052789,             0.17238,            0.033571,            0.006568,            0.006568,            0.006568
                  54,            0.050352,              0.2858,            0.033433,             0.72536,             0.36206,             0.39348,             0.20193,            0.048913,             0.16567,            0.033493,            0.006502,            0.006502,            0.006502
                  55,            0.049668,             0.30821,            0.032708,             0.73544,              0.3361,              0.3955,             0.21158,            0.043251,             0.16267,            0.033435,            0.006436,            0.006436,            0.006436
                  56,            0.052133,              0.2977,              0.0348,             0.72076,             0.33915,             0.37862,             0.18871,            0.049418,             0.16765,            0.033214,             0.00637,             0.00637,             0.00637
                  57,            0.053767,             0.28753,            0.034029,             0.66748,             0.37596,             0.37846,             0.19481,            0.049222,             0.16122,            0.033096,            0.006304,            0.006304,            0.006304
                  58,            0.054694,             0.31672,             0.03293,             0.74856,             0.36474,             0.40848,             0.21629,            0.045647,             0.16638,            0.032934,            0.006238,            0.006238,            0.006238
                  59,            0.053093,             0.30756,            0.033004,             0.71179,             0.38762,             0.37924,             0.19892,            0.049025,             0.16747,            0.032832,            0.006172,            0.006172,            0.006172
                  60,            0.053079,             0.27932,            0.032564,             0.76748,             0.37551,             0.41618,             0.22748,             0.04432,             0.16039,            0.032517,            0.006106,            0.006106,            0.006106
                  61,            0.049719,             0.29147,            0.033046,             0.76748,             0.37551,             0.41618,             0.22748,             0.04432,             0.16039,            0.032517,             0.00604,             0.00604,             0.00604
